name,address,phone,email,website,hours,services,brands,languages,payment,rating,reviews,additional,Latitude,Longitude
,15 Rue Glesener L-1631 Luxembourg Létzebuerg,,,,", Monday to 0800","Discover HelloTAXI, your professional transport company dedicated to simplifying your personal and your meetings and professional events... Order online by Website Road passenger transport Taxi Transport Airport shuttle Garage",,,"professional travel.We offer you a reliable and convenient service, with airport transfers, transportation for",,4.0,,,
,35 Rue des Bruyéres L-1274 Howald Houwald,,,,EP Monday to 0730,"Vehicle wash Motor vehicle inspection service Cars - Accessories, equipment and furnishing",,,,,4.0,"Specializing in top-of-the-range automotive treatments, the CAR PROTECT CENTER team offers you FICTECH and XPEL body protection, as well as permanent interior treatments.In addition to hand-washing, we can refurbish your interiors, renovate or... Garage Schmit  Fils Sarl",,
,scumgasSsaa 93 Route de Tréves L-6793 Grevenmacher Gréiwemaacher,,,,,nouvelles voitures et occasions...,"mécanique et carrosserie, peinture au four.Service pare-brise et climatisation.Piéces de rechange Ford vente",,,,4.0,,,
,42 Robert Schuman-Strooss L-5751 Frisange Fréiseng,,,,Monday to 0800,Service stations Automotive Accessory Tyres for vehicles Garage,,,,,4.0,"fidélité interessante. Demandez-la  Vous trouvez chez-nous De lessence moins cher et un shop avec les produits comme le tabac, les... Truck Trading Luxembourg TTLux",,
,Il Rue Edmond Reuter L-5326 Contern Conter,yr 3.92 1017 Reviews,,,Monday to 0800 Monday to 0730,"independent auto center specializing in tire services. Whether youre looking for new or used tires, our team is",,,,,4.0,TRUCK TRADING Luxembourg is your DAF Heavy Duty dealership located in Contern.Our company offers you a Trading Luxembourgs activity is based on... Commercial vehicle Truck Véhicule sale Renting - Trucks and lorries Garage here to meet your needs with... Tyres Motor vehicle equipment Garage,,
,140 Route dEsch L-1471 Luxembourg Létzebuerg,,,,Monday to 0800,type de véhicule. Nous proposons une large palette de services et produits pour répondre aux attentes dans,,Autocenter Goedert est le leader sur le marché luxembourgeois des services et produits dentretien pour tout,,,3.0,"les domaines de la sécurité, la... Mechanical workshop Automotive Accessory Cars - Accessories, equipment and furnishing",,
,107 Route de Luxembourg L-7241 Bereldange Bareldeng,,,,Cars Monday to 0830,comfort and vehicle maintenance...,,,,,,Mechanical workshop Automotive Accessory Tyres for vehicles Garage,,
,Benelux. 60 Rue de Koerich L-8437 Steinfort Stengefort,,,,T2 ELO Monday to 0700,"remorques, dédié G fournir des services de haute qualité pour répondre aux besoins des transporteurs a",,,,,5.0,"Notre engagement votre satisfactionSpécialisée dans achat-vente de véhicules neufs et doccasion récents a faible kilométrage, la société Cars Benelux est située a Steinfort au Grand-Duché de Luxembourg.La société est constituée dune équipe de... Véhicule sale Second hand car New car Garage Présentation de la société TRELOActivité  TRELO est un centre de réparation de poids lourds et de semi- travers IEurope.Localisation  Lun des... Véhicule sale Heavyweight transport Truck Garage",,
,MMS 12 Rue du Village L-6170 Godbrange Guedber,,,,,Road patrol and towing services Motor vehicle breakdown repair services Garage,,,,,4.0,"customers.At MMS Dépannage, we...",,
,scedert Bere lEurope L-5531 Remich Réimech,,,,Sear proner Monday to 0800,"Service stations Automotive Accessory Cars - Accessories, equipment and furnishing Garage",,,,3.0,4.0,"Station Goerdert Remich vous propose du carburant de qualité et une carte fidélité interessante. Demandez- la Vous trouvez chez-nousDe lessence moins cher et un shop avec les produits comme le tabac, les chocolats, les confiseries, le café...",,
,12 A Allée John W. Léonard L-7526 Mersch Miersch,,,,Monday to 0800,"Car-project le spécialiste du quad, motos et scooters a Mersch, vous accueille dans son showroom Bikes, motor-assisted bicycles, motobikes and trikes Quads Automotive Accessory Motorcycles Car Wash Goedert Hollerich",,,,,4.0,,,
,muibieedll 140A Route dEsch L-1471 Luxembourg Létzebuerg,,,,Monday to 0800,"Quel que soit le programme de lavage choisi, un opérateur vous accueille dés lentrée du tunnel de lavage et et du produit de prélavage sur... Vehicle wash Tyres Cars - Accessories, equipment and furnishing Garage",,,,,3.0,,,
,L-8050 Bertrange Bartreng,,,,are uN Monday to 0800,dentretien pour tout type de véhicule. Nous proposons une large palette de services et produits pour,,Autocenter Goedert est le centre auto leader sur le marché luxembourgeois des prestations et produits,,,,répondre aux attentes dans les domaines de la... Mechanical workshop Automotive Accessory Tyres for vehicles Garage ps. USCars Import Sarl,,
,GB Samy 44 Route de la Sdre L-9390 Reisdorf Reisduerf,,,,Zoey Monday to 0900 Monday to 0800,We do all kind of services on US and Japanese brands. We also do frame-off restaurations and are,,,,3.0,3.0,"specialised in Sodablasting. Importing the right car for you is our mission. new, used, vintage or a collection car. We have our specialists there to... Véhicule sale Second hand car Automobile  Dodge Garage Bienvenue chez KEV CAR @ Guénange, située dans le département de Ia Moselle, en région Grand Est. Depuis exceptionnelle, en mettant laccent sur la... Véhicule sale Car cleaning products Garage Car Wash Goedert Bereldange Gj Car Wash .",,
,107 Route de Luxembourg L-7241 Bereldange Bareldeng,,,,Monday to,"Quel que soit le programme de lavage choisi, un opérateur vous accueille dés lentrée du tunnel de lavage et et du produit de prélavage sur... Vehicle wash Automotive Accessory Tyres for vehicles Garage",,,,,,,,
,L-8070 Bertrange Bartreng,,,,a Monday to 0900 Monday to 0800,"Carrosserie Pinto et Frére A Athus La Carrosserie Pinto  Frére, située au coeur du Péle Européen de Développement aux frontiéres de la Garage Bodywork - Motor vehicle Automotive Accessory Car bodies",Opel Car Avenue Leudelange,,,,,,,
,canavenue. 4 Rue Nicolas Brosius L-3372 Leudelange Leideleng,,,,Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,Garage Cardoni Sarl,,,CAR Avenue propose dans lensemble de son réseau Ia garantie Fiable ou remboursé. Dans le cadre dun achat ou bien de facgon isolée notre concession peut également vous faire une proposition de reprise auto.,,
,CARDONI 914 A Route de Luxembourg L-3515 Dudelange Diddeleng,,,,wSewtecansce Monday to 0830,services- Show room- Workshop- Technical service- Mechanics- Body shop- Used vehiclesFor further,,,,,,"information, please contact us. You can also...",,
,MIGAUTO 14 Route de la Sdre L-9390 Reisdorf Reisduerf,,,,monde automobile.Notre garage vous accueille du lundi au samedi pour différents services comme Monday to 0830 accueillons du lundi au vendredi pour lentretien et la reparation de votre véhicule.Nos prestations - Révision @ Monday to 0800,Garage Motor vehicle inspection service Winter Tyres,,,,1.0,,"Garage Véhicule sale Bodywork - Motor vehicle la mécanique automobile, le passage... automobile- Vente et montage de pneus-... Garage Tyres Engines - Overhauling Citroén CAR Avenue Leudelange",,
,crmmoen 4 Rue Nicolas Brosius L-3372 Leudelange Leideleng,,,,fou @P Monday to 0800,"CAR Avenue Luxembourg est un groupe de concessions de plusieurs marques dont Citroén, proposant Ientiéreté de la gamme. Que ce soit pour un véhicule particulier ou utilitaire, dun Garage Automotive Accessory Car bodies",Nissan Toyota Alzingen,,,,,,,
,CAR AVENUE 2935 Route de Thionville L-5887 Alzingen Alzeng,,,,Monday to 0730,électriques. Nos Business Centers nous... Garage Automotive Accessory Car bodies,Toyota CAR Avenue Luxembourg,,,,,,,
,6 Rue des Mérovingiens L-8070 Bertrange Bartreng,,,,cy Monday to 0730,Garage Motor vehicle inspection service Car bodies,Peugeot CAR Avenue Leudelange,,,,,une garantie. Avec lexpertise...,,
,4 Rue Nicolas Brosius L-3372 Leudelange Leideleng,,,,@ Monday to 0800,Garage Motor vehicle inspection service Car bodies,Peugeot Citroen Foetz,,,,,"Venez découvrir notre showroom présentation de toute la gamme, véhicules de tourisme et utilitaires. Que financement, etc.. Nous disposons...",,
,1 Rue de IIndustrie L-3895 Foetz Feiz,,,,Monday to 0800,gamme de véhicules tourisme et utilitaires et les services CITROEN. Votre agent CITROEN...,Garage ROBY Cruciani Volkswagen,,,,,Garage Automotive Accessory Car bodies,,
,73 Route de Luxembourg L-3515 Dudelange Diddeleng,,,,CED Monday to 0800,Luxembourg.Nous disposons de - Voitures neuves et occasions.- Parc de véhicules doccasion toutes marques.- Atelier de carrosserie et mécanique.Le Garage... Garage Tyres Car bodies,Garage Roby Cruciani Audi,,,,,,,
,212 Route de Luxembourg L-3515 Dudelange Diddeleng,,,,"_.,- Monday to 0800",de - Voitures neuves et occasions. - Parc de véhicules doccasion toutes marques. - Atelier de... Garage Véhicule sale Car bodies,"Concessionnaire Audi, le Garage Roby Cruciani Audi est situé G Dudelange au Luxembourg. Nous disposons",,,,,,,
,oansce 18 Op de Geieren L-4970 Sprinkange Sprénkeng,,,,Garage Monday to 0800,"véhiculeChez Open Cars, nous mettons notre expertise au service de votre voiture pour garantir des",,,,,,"Open Cars - Votre garage de confiance pour Ientretien, loptimisation et la personnalisation de votre prestations de qualité, adaptées a tous vos... Garage Tyres Wheel-balancing  front wheel alignment Garage La Macchina Sarl",,
,68 Rue de Cessange L-1320 Luxembourg Létzebuerg,,,,"Quindy,. Monday to 0700",de  - SOS Dépannage Vous pouvez choisir notre garage pour la qualité de notre service Prennez...,,,,9.0,,Garage La Macchina est a votre disposition pour les reparations toutes marques. Nous sommes partenaires Garage Tyres Auto mechanic,,
,13 Rue Charles Kieffer L-8389 Grass Grass,,,,AIRL Monday to 0800,Garage Garages - Equipment and accessories Industrial maintenance,,,,,,Auto Red-Line Pneus Sarl,,
,307 Rue Woiwer L-4687 Differdange Déifferdang,,,,,"mécanique automobile, nous vous proposons différents services tels que- Montage, équilibrage,",,,,3.0,,Votre garage de confiance parallélisme- Réparation rapide- Carrosserie-... Hedin Automotive Luxembourg SA,,
,164 Route dEsch L-1471 Luxembourg Létzebuerg,,,,Monday to 0800,Garage Véhicule sale Windshield repair,,,,,2.0,"Bienvenue chez Hedin Automotive, votre partenaire de confiance pour une mobilité sans souci. Que vous recherchiez une voiture neuve ou doccasion, notre engagement est de vous offrir exactement ce que vous cherchez. En tant que pilier de lindustrie... Garage Vehicle rental Engines - Overhauling",,
,200 Boulevard du Général Patton L-2316 Luxembourg Létzebuerg,,,,Monday to 0830,"Garage Norbert Weimerskirch, succ. Guy Weimerskirch e tel que mécanique... Garage Tyres Automobile - review",Nissan Toyota Diekirch,,,,,,,
,6 Rue Fridhaff L-9379 Diekirch Dikrech,,,,Monday to,Garage Automotive Accessory Car bodies Vous souhaitez étre mis en avant,,,,,,,,
,L-8070 Bertrange Bartreng,,,,nan Monday to 0800,,,,,,4.0,,,
,113 Route dArlon L-8211 Mamer Mamer,,,,Monday to 0800,"Bienvenue chez Carrosserie NCM, votre partenaire de confiance pour la réparation et Ientretien de vos véhicules. Notre équipe de spécialistes dévoués est a vos cétés pour trouver la solution la plus adaptée a vos besoins, quil sagisse de problémes... Garage Bodywork Tyres Car bodies",,,,5.0,,,,
,45 Rue de Bouillon L-1248 Luxembourg Létzebuerg,,,,Monday to 0800,"SUVs, trucks, vans, repair centre...",,,,,,"and in our show rooms we offer you a range of new, used and commercial vehicles sedans, wagons, coupés,",,
,124 Route de Luxembourg L-9125 Schieren Schieren,,,,Monday to 0830,Votre spécialiste automobile pour le Nord du Luxembourg. Bénéficiez des conseils et des services de notre,,,,,,"équipe de professionnels pour tous vos besoins en carrosserie, mécanique, préparation... Garage Véhicule sale Second hand car Garage Alex Greischer Sarl",,
,8 Op der Strooss L-7650 Heffingen Hiefenech,,,,WN Monday to 0730,un apercu de nos principaux services...,,,,1.0,,"Notre atelier est spécialisé dans la restauration de voitures de collection, offrant une gamme complete de Garage Garages - Equipment and accessories",,
,11 Salzbaach L-9559 Wiltz Wooltz,,,,Monday to 0900 Monday to 0800 Monday to 0800,"We are the specialists for vehicles of all kinds. From bodywork, painting, repairs, and advertising to service",,,,6.0,5.0,Le Garage Strotz est un agent du réseau CITROEN au Grand-Duché du Luxembourg vous proposant toute workyour vehicle is in good hands with us throughout its lifetime.We offer youBodywork for cars and Garage Véhicule sale Accessory for auto body,,
,190 Rue de Belvaux L-4026 Esch-sur-Alzette Esch-Uelzecht,,,,Monday to 0630,Garage Motor vehicle inspection service Car bodies,,,,,,"and in our show rooms we offer you a range of new, used and commercial vehicles sedans, wagons, coupés,",,
,3 Rue Nicolas Brosius L-3372 Leudelange Leideleng,,,,Monday to 0800,Garage Coaches and busses Vans - Sales and maintenance,,,,3.0,,"and in our show rooms we offer you a range of new, used and commercial vehicles sedans, wagons, coupés,",,
,17 Rue de lindustrie L-9250 Diekirch Dikrech,,,,VAN Monday to 0745,Garage Motor vehicle inspection service Vans - Sales and maintenance,,,,,,"and in our show rooms we offer you a range of new, used and commercial vehicles sedans, wagons, coupés, Garage J. Leyder Sarl",,
,4 Rue dell L-8509 Redange-sur-Attert Réiden Atert,,,,ME48 Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,,,,"Le Garage J.Leyder est un agent du réseau CITROEN au Grand-Duché du Luxembourg vous proposant toute Toutes nos occasions sont... en .., MF-Car Sarl",,
,10 Route de Winseler L-9577 Wiltz Wooltz,,,,oanmwene Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,,,,limmiatriculation de votre véhicule. Nous nous chargeons des démarches... AZ Partners Luxembourg Sarl,,
,BE BI. 4 Rue Luss Arendt L-8389 Grass Grass,,,,@Qveas Monday to 0800,leger.Venez découvrir la force du Smart RepairRéparer au lieu de remplacer la piéceNos services - Coups et,,,,,,"AZ Partners fait de la réparation sur toutes les marques que se soit sur votre voiture, moto ou utilitaire Garage Bodywork Automobile experts Car bodies",,
,cmnincesaene  RUS des Mérovingiens L-8070 Bertrange Bartreng,,,,Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,,,4.0,"linnovation de la gamme.Venez découvrir notre showroom et prenez place derriére le volant de nos hybrides...sans prises électrique, sans diesel et sans...",,
,Winandy Fréres_ 1 Rue Kalchesbruck L-1852 Luxembourg Létzebuerg,,,,Couneats Monday to 0800,Garage Véhicule sale Second hand car,,,,,,,,
,MLCAR 1A Rue Principale L-8540 Ospern Osper,,,,Monday to 0900 Ki Monday to 0700,"ses réparations de véhicules toutes marques, location de camionnette et vente de voitures doccasion, le garage Philcars, a recemment repris la... Garage Automotive Accessory Cars - Accessories, equipment and furnishing Carrosserie Pinto et Frére A Athus La Carrosserie Pinto  Frére, située au coeur du Péle Européen de Développement aux frontiéres de la Garage Bodywork - Motor vehicle Automotive Accessory Car bodies",,,,,,,,
,5 Rue Henri Tudor L-5366 Munsbach Minsbech,,,,Monday to 0700,available in our dealerships...,Garage Automotive Accessory Automobile  Ford,,,3.0,,,,
,L-8070 Bertrange Bartreng,,,,Ki Monday to 0800,une déformation  nous nous occupons de la carrosserie de votre véhicule.Autopolis Carrosserie intervient également pour une peinture ternie.Un... Garage Bodywork - Motor vehicle Automotive Accessory Accessory for auto body,,,,2.0,,,,
,3 Rue de IAvenir L-3895 Foetz Feiz,,,,Monday to,"variety of professionals, brands, and services.",Garage Automotive Accessory Automobile  Ford,,,7.0,,available in our dealerships... It is now much easier to find a garage in Luxembourg. AUTOPOLIS Vous souhaitez étre mis en avant,,
,L-8070 Bertrange Bartreng,,,,Monday to 0800,,,,,,4.0,,,
,170 Rue de Bastogne L-9011 Ettelbruck Ettelbréck,,,,Monday to 0800,lautomobile et a ouvert son propre garage pour faire de la reparation mécanique.Nous vous proposons Garage Véhicule sale Accessory for auto body Garage Carrosserie Grondhaff Sarl,,,,,,,,
,3 Route de Beaufort L-6360 Grundhof Grondhaff,,,,Monday to 0800,Garage Road patrol and towing services Car bodies,,,,,5.0,,,
,cod 128 Route de Thionville L-2610 Luxembourg Létzebuerg,,,,Monday to 0730,"Louyet Carrosserie Luxembourg est votre carrosserie pour toutes marques, Land-Rover, Lotus, Jaguar et Aston Martin.Rendez-vous chez Carrosserie Atelier NI. Garage Bodywork - Motor vehicle Automotive Accessory Car bodies",,,,,,,,
,96 Route de Luxembourg L-6450 Echternach lechternach,,,,Monday to 0730,Carrosserie Michels  Thielen SA,voitures neuves Volkswagen et Skoda et occasions. Atelier de réparation carrosserie toutes marques avec,,,,,,,
,20 Z.A.R.E. llot Ouest L-4384 Ehlerange Eilereng,,,,Monday to 0700 Monday to 0830,Garage Motor vehicle inspection service Car bodies,,,,,,"Garage Automotive Accessory Car bodies peinture pour voitures et camionnettes, débosselage sans peinture, remplacement et réparation de... Garage Bodywork Tyres Car bodies UTOPOLIS BETZ Bertrange Bartreng Situé G Bertrange, notre Flagship store est unique au Luxembourg en proposant un large choix de véhicules Corvette, Fiat, Jeep, Hyundai...",,
,7 Rue Christophe Plantin L-2339 Luxembourg Létzebuerg,,,,1900Saturday ... Monday to 0800,Bilia is the only MINI dealer in Luxembourg. Visit us or our website to discover all the information about our new @ Order online b Website Garage Tyres Car bodies,,,,3.0,,,,
,L-7759 Roost Rouscht,,,,lundi au vendredi de 8h00 4 18h00 samedi de 9h00 4 16h00Un showroom moderne et spacieux.Lespace Monday to 0830,aN Petrymobil Garage Petry Sarl Garage Tyres Car bodies,BMW BILIA,,,,,,,
,7 Rue Christophe Plantin L-2339 Luxembourg Létzebuerg,,,,Monday to 0730,"products, and our constant ambition is to achieve the highest level of service.To achieve this, we regularly",The BMW spirit is a passion shared by our entire team. We represent a brand that is known for its high quality,,,,,update our facilities and... Garage Leasing Car bodies,,
,124 Route du Vin L-5440 Remerschen Remerschen,,,,SeAT Monday to 0700,"Ss Petrymobil Garage Petry Sarl Plongez dans Iunivers automobile avec le groupe Petrymobil, votre destination de confiance au sommes fiers doffrir une gamme complete de... Garage Véhicule sale Car bodies Garage Marc Winandy Sarl","Luxembourg.En tant que retailer officiel des marques renommées telles que Peugeot, Citroén, DS et Opel, nous",,,,,,,
,yw 326 Route de Mondorf L-3260 Bettembourg Beetebuerg,,,,Monday to 0930,Garage Motor vehicle inspection service Tyres for vehicles,,,,,4.0,"location de véhicule mécanique, carrosserie....",,
,55 Rue Jean-Pierre Bausch L-4023 Esch-sur-Alzette Esch-Uelzecht,,,,Monday to 0800,"marquesVoici ce que nous vous proposons Fiabilité inégalée  Chaque véhicule est minutieusement inspecté avant détre mis en vente, garantissant ainsi... Garage Automotive Accessory Cars - Accessories, equipment and furnishing",,,,,4.0,,,
,SP... L-4563 Niederkorn Nidderkuer,,,,Monday to 0800,"OF ere Fores @ Bienvenue au garage V.I.P station Nous exécutons des travaux sur toutes marques de voitures.Notre specialiste est la voitures ancienne Nous exécutons aussi des travaux de mécanique vidanges, pneus, freins, échappemernts...Nous tenons a vous Offrir... Beim Charel - Den Dokter fir Aren Auto Sarl",,,,,4.0,,,
,62 Géidgerweeg L-9980 Wilwerdange Wilwerdang,,,,Monday to 0800 Monday to 0830 Monday to 0800,"Bienvenue chez Beim Charel - Den Dokter fir Aren Auto  Wilwerdange A propos de nousNous sommes fiers apprenti dévoué, tous passionnés par... Garage Georgel Autos est situé G Rohrbach-lés-Bitche. II sagit dun garage spécialisé dans la réparation de toutes les marques de voitures, ainsi que dans les travaux de carrosserie et le remplacement de pare- brise.En plus de la réparation... Garage Véhicule sale Car bodies réparation automobile. Notre équipe dévouée est préte a prendre soin de votre véhicule, quelle que soit.Notre engagement envers la qualité et la... Garage Tyres Car bodies WEN Garage Martin Biver Sarl",,,,1.0,4.0,,,
,32 Route dErpeldange L-9518 Weidingen Wegdichen,,,,Monday to 0800,"Pour garantir le bon fonctionnement du Garage Martin Biver situé G Weidingen au Luxembourg dans lavenir, client. En ce qui concerne...",,,Garage Motor vehicle inspection service Credit and financing,,,,,
,oe 68 Hiel L-5485 Wormeldange-Haut Wormer Berreg,,,,Monday to 0800,de tout autre service  Remettez vos clés de voiture entre les mains dignes de confiance du Garage Lang.,,,,,,"Le Garage Votre véhicule a-t-il besoin dun entretien, dun diagnostic de panne, dun contréle technique ou Garage Tyres Car bodies",,
,24 Route de Larochette L-9254 Diekirch Dikrech,,,,,dynamique et motivée qui allie compétence et professionnalisme et qui se fait un plaisir de vous... EN Petrymobil Garage Petry Sarl,,,,,,,,
,UN 124 Wdistrooss L-5440 Remerschen Remerschen,,,,Monday to,"Plongez dans Iunivers automobile avec le groupe Petrymobil, votre destination de confiance au sommes fiers doffrir une gamme complete de... Garage Automotive Accessory Accessory for auto body AUTOPOLIS Vous souhaitez étre mis en avant","Luxembourg.En tant que retailer officiel des marques renommées telles que Peugeot, Citroén, DS et Opel, nous",,,,5.0,,,
,L-8070 Bertrange Bartreng,,,,wEWECK Monday to 0730,,,,,,3.0,,,
,1 Rue du Viaduc L-9147 Erpeldange-sur-Stre lerpeldengSauer,,,www.garage-leweck.lu,"e - _ s, Monday to 0730","panoplie de services au client.Nos services - Vente voitures neuves et occasions- Vente matériels jardinage,",,,,,4.0,"Garage Leweck Sarl une entreprise familiale située a EttelbruckErpeldange.Nous vous offrons une grande Garage Automotive Accessory Tools - Electric ot Akeo, Nouvelle Carrosserie Schintgen Sarl",,
,13 Route de Luxembourg L-6182 Gonderange Gonnereng,,,,CHLECO Monday to 0900,Nous exécutons des travaux sur toutes marques de voitures. Notre équipe maitrise un outillage sophistiqué dans les domaines du  - Débosselage - Redressage - Passage au marbre de redressement - Passage au marbre CELETTE - Peinture au pistolet -... Garage Bodywork Paints Car bodies,,,,,4.0,,,
,CQ 44 Rue Joseph Kieffer L-4176 Esch-sur-Alzette Esch-Uelzecht,,,,Monday to 0800,"Abarth, Lancia service et Fiat Professional.Notre équipe de mécaniciens et de carrossiers est composée de",,,,5.0,5.0,Garage Engines Bodywork - Motor vehicle,,
,92 Op der Strooss L-7650 Heffingen Hiefenech,,,,Monday to 0800 Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,,3.0,4.0,"Le garage Thommes est situé a Heffingen au Luxembourg,Nous nous spécialisons dans lexposition et la vente de véhicules neufs et doccasions. Thommes dispose également dun atelier de mécanique et peinture. Visitez notre magasin de piéces de... Garage Véhicule sale Automobile  Dacia Car parts and tires offers you of all brands at low prices.Finding the right spare part for a particular vehicle often proves to be a difficult matter. Instead of searching for a long time for the right accessories, trust us as",,
,ris 11 Rue de Cessange L-1320 Luxembourg Létzebuerg,,,,Monday to 0700,"toutes marques, en mécanique, carrosserie, électronique et la restauration de voitures de...",,,,,4.0,,,
,175 Rue de Luxembourg L-7540 Rollingen Rolleng,,,,Monday to 0730,Garage Véhicule sale Automobile - review,BMW Schmitz,,,,,,,
,21 Rue de la Gare L-7535 Mersch Miersch,,,,Monday to 0730,service.lt is our particular concern...,Garage Véhicule sale Automobile  BMW,,,,4.0,for the absolute driving pleasure.The same values are also the order of the day for us when it comes to our,,
,SCANIA 23 Rue Gabriel Lippmann L-5365 Munsbach Minsbech,,,,Case m Monday to 0800,Garage Lorries - Sales and maintenance Automotive Accessory Truck,,,,,4.0,"Scania est lun des principaux fournisseurs mondiaux de solutions de transport, notamment de camions et de",,
,FELLER 4 60 Boulevard Prince Henri L-4280 Esch-sur-Alzette Esch-Uelzecht,,,,Monday to 0800,"chez vous, le Garage Feller prend... Garage Tyres Car bodies smart Center Luxembourg SML Automobilhandel Sarl",,,,3.0,3.0,,,
,45 Rue de Bouillon L-1248 Luxembourg Létzebuerg,,,,Monday to 0800,"Faire un petit tour en ville, se garer sans probléme et rentrer  la maison parfaitement détendue... la smart fortwo coupé vous fait redécouvrir la mobilité urbaine avec un maximum de confort, dagilité, de sécurité et Garage Tega Franco Sarl",,,Garage Credit and financing,,4.0,,,
,7 257 A Rue de Rollingergrund L-2441 Luxembourg Létzebuerg,,,,ROEMEN Monday to 0700,"automobile repair workshop, specializing in mechanics, bodywork and painting.Our team of qualified and",,,,,4.0,"Garage Franco Tega located in Rollingergrund, close to public transport, buses and trams, is your all-brand experienced professionals is at your...",,
,30 Zone dActivités Economiques Kehlen L-8287 Kehlen Kielen,,,,Monday to 0800,Garage Bodywork Hydraulic Lorries - Sales and maintenance,,,,,4.0,"Carrosserie Roemen est situé G Kehlen au Luxembourg,Notre gamme de produits sétend de petites de systémes hydrauliques a systemes...",,
,UTO SOUS 12 Rue de la Montée L-3658 Kay Kal,,,,Monday to 0745,Le garage AUTO SOUSA situé G Kayl est votre spécialiste automobile Nous effectuons tous les travaux inhérents G lentretien et la reparation de votre automobile.-Entretien-Mécanique-Carrosserie- Garage Commercial vehicle Accessory for auto body,,,,,,,,
,57 Zone Industrielle L-9099 Ingeldorf Angelduerf,,,,"_Jilic, Monday to 0730 Monday to 0800","votre voiture, en plein centre de la Nordstad. La satisfaction de nos clients est de premiére importance, et Garage Véhicule sale Accessory for auto body familial se rencontrent pour créer une expérience exceptionnelle. Depuis notre fondation, nous nous Garage Bodywork Mechanical workshop Car bodies",,,,5.0,4.0,,,
,10 Rue Albert Simon L-5315 Contern Conter,,,,Monday to 0900,"lautomobile.Une Equipe expérimentée et soucieuse de la qualité et la satisfaction de nos clients. Nous intervenons pour toute industrie, les... Garage Engines Engines - Overhauling",,,,,,,,
,gel 22 Rue du Moulin L-3857 Schifflange Schéffleng,,,,. Monday to 0800,Garage Road patrol and towing services Tyres for vehicles,,,,,,"Auto Cat, un garage situé a Schifflange au Luxembourg, Nous nous spécialisons dans le domaine de la location de chaines neige - Montage...",,
,45 Rue de Bouillon L-1248 Luxembourg Létzebuerg,,,,Monday to 0900 Monday to,"variety of professionals, brands, and services.",exclusive pour les marques Audi - BMW - Mercedes - Porsche - Bentley - Ferrari - Maserati - Jaguar - Range,,,,,"roadsters, AMG, trucks, vans, and more.... Nous créons de votre voiture série votre voiture réve individuelle  exclusive. Individualisation  Tuning Rover - Aston Martin -... It is now much easier to find a garage in Luxembourg. AUTOPOLIS Vous souhaitez étre mis en avant",,
,L-8070 Bertrange Bartreng,,,,Groupe Monday to 0800 Groupe Monday to 0800,Garage Motor vehicle inspection service Car bodies,Renault Groupe Autosphere  Bertrange,,,,4.0,@ Order online yy Website,,
,Bertrange 8A Route de Longwy L-8080 Bertrange Bartreng,,,,Groupe Monday to 0800,Garage Motor vehicle inspection service Car bodies,Renault Groupe Autosphere  Esch-Belval,,,,4.0,disposal to help you buy a new or used... order online bh Website,,
,Esch-Belval 136 Rue de Belval L-4024 Esch-sur-Alzette Esch-Uelzecht,,,,Monday to 0800,parts shop.Backed by years of passion... order online bh Website Garage Mechanical workshop Car bodies,"Renault Pro centre, Renew centre, industrial vehicle mechanics workshop, bodywork workshop and spare",,,,4.0,,,
,planes. L-4384 Ehlerange Eilereng,,,,Monday to 0800,Garage Motor vehicle inspection service Car bodies,,,,5.0,4.0,welcomes you in Ehlerange.We take care of cars and vans of all brands with the aim of satisfying the customer down to the smallest detail.We...,,
,5 Z.A.C. Happerfeld L-9806 Hosingen Housen,,,,ARN Monday to 0730,"Welcome to Occasiounsmaart, your trusted destination in Hosingen for buying and selling used cars. We understand that finding the perfect car can be a challenge, which is why were committed to providing you with a clear, uncluttered, and... Garage Claren  Cie Sarl",,,Garage Motor vehicle inspection service Credit and financing,,4.0,,,
,Cre 2 Rue André Losch L-7759 Roost Rouscht,,,,Monday to 0800,excellent customer service and long-lasting...,,,,,4.0,"specializing in the sale of new vehicles from the SEAT, SKODA, and CUPRA brands. Our commitment to Garage Vehicle wash Automobile  Seat Garage Thommes Mersch Sarl",,
,13 Allee John W. Léonard L-7526 Mersch Miersch,,,,tRétomoble Monday to 0730,your automotive needs.Services OfferedRepairs and...,"vehicles from the Renault and Dacia brands, Garage Thommes offers a wide range of services to meet all",,,,2.0,Kehlen Ettelbruck Walferdange Colmar-Berg Mersch _ Bissen Garage Thommes Mersch Your Trusted Garage in LuxembourgSpecializing in the sale of new and used Garage Tyres Automobile  Dacia,,
,CC 17 Z.AE. le Triangle Vert L-5691 Ellange Elleng,,,,Monday to 0800,"Atelier Rétromobile SA located in Ellange ismaintenance and partial or total restoration of old, collectors and",,,,4.0,4.0,Serves all of Luxembourg prestige vehiclesAdaptation of vehicles for people with reduced mobility TPMRWe offer solutions tailored to each of our clients.With...,,
,106 Haaptstrooss L-9645 Derenbach Déierbech,,,,wo Monday to 0800,Garage Road patrol and towing services Car bodies,,,,,4.0,Serves all of Luxembourg,,
